type_group_id,item_type_id,item_id,txn_id,invoice_num,memo,exported,charge_total,sub_total,tax_total,txn_date,revenue_date,from,discount_p,discount,total_discount,qb_id,status,qb_sequence,txn_line_group_id,txn_line_discount_id,tax_exempt_number,charge_carry_over,dues_days,txn_item_id,quantity,base_amount,final_total,note,txn_line_id,name,name_fr,sku,notes,base_price,tax_id,owner_name,owner_id,activity_value,image1,image2,image3,image4,image5,track_inventory,shippable,shipping_x,shipping_y,shipping_z,shipping_w,type,qb_account_name,qb_ClassRef_id,access,accttaxgroup_id,description,image,use,slug,meta_title,meta_description,qb_acct_name,retail_price,sale_price,activity_points,template,is_multiple,full_description,hide_product,archived,is_product
1,2,2,11,30011,,0,250.0000,250.00000000,0.00000000,2016-07-25,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,12,1,250.00000000,250.00000000,"Online membership assistance",,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
2,3,3,12,30012,,0,375.0000,375.00000000,0.00000000,2016-08-02,"2016-08-02 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,13,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,14,30014,,0,375.0000,375.00000000,0.00000000,2016-08-29,"2016-08-29 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,15,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,15,30015,,0,375.0000,375.00000000,0.00000000,2016-10-03,"2016-10-03 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,16,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
1,5,5,16,30016,,0,2875.0000,2500.00000000,375.00000000,2016-10-05,"2016-10-05 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,1638,1,2500.00000000,2875.00000000,,,Memberships,,,"Supplier Membership",2500.00,3,,0,0,,,,,,0,0,0,0,0,0.00,service,,,,0,"Supplier Membership",,item,,,,,2500,,0,0,0,,0,0,0
2,3,3,17,30017,,0,375.0000,375.00000000,0.00000000,2016-10-31,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,19,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
1,2,2,18,30018,,0,250.0000,250.00000000,0.00000000,2016-11-21,"2016-11-21 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,20,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,4,4,19,30019,,0,2500.0000,2500.00000000,0.00000000,2016-11-29,"2016-11-29 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,21,1,2500.00000000,2500.00000000,,,Memberships,,,"Tradeshow Booth in Calgary",2500.00,0,,0,25,,,,,,0,0,0,0,0,0.00,service,"Trade shows",,,0,"Tradeshow Booth in Calgary",,item,,,,"Trade shows",2500,,25,0,0,,0,0,0
2,3,3,20,30020,,0,375.0000,375.00000000,0.00000000,2017-01-18,"2017-01-18 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,22,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
1,2,2,21,30021,,0,250.0000,250.00000000,0.00000000,2017-01-26,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,23,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,4,4,22,30022,,0,2500.0000,2500.00000000,0.00000000,2017-03-08,"2017-03-08 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,24,1,2500.00000000,2500.00000000,,,Memberships,,,"Tradeshow Booth in Calgary",2500.00,0,,0,25,,,,,,0,0,0,0,0,0.00,service,"Trade shows",,,0,"Tradeshow Booth in Calgary",,item,,,,"Trade shows",2500,,25,0,0,,0,0,0
2,3,3,23,30023,,0,375.0000,375.00000000,0.00000000,2017-03-09,"2017-03-09 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,25,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,24,30024,,0,412.5000,375.00000000,37.50000000,2017-03-09,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,26,1,375.00000000,412.50000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,25,30025,,0,375.0000,375.00000000,0.00000000,2017-03-15,"2017-03-15 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,27,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
1,2,2,26,30026,,0,250.0000,250.00000000,0.00000000,2017-03-15,"2017-03-15 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,28,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,27,30027,,0,250.0000,250.00000000,0.00000000,2017-03-15,"2017-03-15 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,29,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,28,30028,,0,250.0000,250.00000000,0.00000000,2017-03-15,"2017-03-15 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,30,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,29,30029,,0,250.0000,250.00000000,0.00000000,2017-03-15,"2017-03-15 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,31,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,30,30030,,0,250.0000,250.00000000,0.00000000,2017-03-15,"2017-03-15 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,32,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,31,30031,,0,250.0000,250.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,33,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,32,30032,,0,250.0000,250.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,34,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,33,30033,,0,250.0000,250.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,35,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,34,30034,,0,250.0000,250.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,36,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,35,30035,,0,250.0000,250.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,37,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,36,30036,,0,250.0000,250.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,38,1,250.00000000,250.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
2,3,3,37,30037,,0,375.0000,375.00000000,0.00000000,2017-03-16,"2017-03-16 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,39,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,38,30038,,0,375.0000,375.00000000,0.00000000,2017-03-28,"2017-03-28 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,40,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,39,30039,,0,375.0000,375.00000000,0.00000000,2017-03-28,"2017-03-28 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,41,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,40,30040,,0,375.0000,375.00000000,0.00000000,2017-03-28,"2017-03-28 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,42,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,41,30041,,0,375.0000,375.00000000,0.00000000,2017-03-29,"2017-03-29 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,43,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,42,30042,,0,375.0000,375.00000000,0.00000000,2017-03-29,"2017-03-29 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,44,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,43,30043,,0,375.0000,375.00000000,0.00000000,2017-03-30,"2017-03-30 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,45,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,44,30044,,0,375.0000,375.00000000,0.00000000,2017-04-19,"2017-04-19 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,46,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
1,2,2,45,30045,,0,275.0000,250.00000000,25.00000000,2017-04-25,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,47,1,250.00000000,275.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
2,3,3,46,30046,,0,375.0000,375.00000000,0.00000000,2017-04-26,"2017-04-26 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,48,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,3,3,47,30047,,0,375.0000,375.00000000,0.00000000,2017-04-26,"2017-04-26 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,49,1,375.00000000,375.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
1,10,9,48,30048,,1,226.0000,200.00000000,26.00000000,2017-04-26,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,archived,1493310527,,,,0.0000,,50,2,100.00000000,226.00000000,,,Memberships,,,,100.00,3,,0,0,,,,,,0,0,0,0,0,0.00,service,SrMember,,,0,,,item,,,,SrMember,100,,0,0,0,,0,0,0
1,10,9,49,30049,,0,113.0000,100.00000000,13.00000000,2017-04-26,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,archived,,,,,0.0000,,51,1,100.00000000,113.00000000,,,Memberships,,,,100.00,3,,0,0,,,,,,0,0,0,0,0,0.00,service,SrMember,,,0,,,item,,,,SrMember,100,,0,0,0,,0,0,0
2,3,3,50,30050,,0,575.0000,575.00000000,0.00000000,2017-04-28,"2017-04-28 00:00:00",,,0.00000000,0.0000,,active,,,,,0.0000,,53,1,575.00000000,575.00000000,,,"Conference Registrations",,,"Early Bird conference pass.",575.00,0,,0,5,,,,,,0,0,0,0,0,0.00,service,"Conference 2016",,,0,"Early Bird conference pass.",,item,,,,"Conference 2016",575.00,,5,0,0,,0,0,0
2,11,10,51,30051,,0,625.0000,625.00000000,0.00000000,2017-05-03,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,54,1,625.00000000,625.00000000,,,"Conference Registrations",,,"Access to all areas and meal plans",625.00,0,,0,15,,,,,,0,0,0,0,0,0.00,service,,,,0,"Access to all areas and meal plans",,item,,,,,625.00,,15,0,0,,0,0,0
1,2,2,52,30052,,0,450.0000,450.00000000,0.00000000,2015-01-08,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,55,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,53,30053,,0,450.0000,450.00000000,0.00000000,2015-11-18,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,56,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,54,30054,,0,450.0000,450.00000000,0.00000000,2015-11-13,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,57,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,55,30055,,0,450.0000,450.00000000,0.00000000,2015-11-14,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,58,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
,,,56,30056,,0,0.0000,,,2015-01-12,"0000-00-00 00:00:00",SYSTEM,,,0.0000,,,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,57,30057,,0,450.0000,450.00000000,0.00000000,2015-01-13,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,59,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,58,30058,,0,450.0000,450.00000000,0.00000000,2015-11-12,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,60,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,59,30059,,0,450.0000,450.00000000,0.00000000,2015-11-18,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,61,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,60,30060,,0,450.0000,450.00000000,0.00000000,2015-01-16,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,62,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,61,30061,,0,450.0000,450.00000000,0.00000000,2015-01-16,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,63,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,62,30062,,0,450.0000,450.00000000,0.00000000,2015-11-18,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,64,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
1,2,2,63,30063,,0,450.0000,450.00000000,0.00000000,2015-01-14,"0000-00-00 00:00:00",SYSTEM,,0.00000000,0.0000,,active,,,,,0.0000,,65,1,450.00000000,450.00000000,,,Memberships,,,"Regular membership conference registration fee.",450.00,7,,0,-1,,,,,,0,0,0,0,0,0.00,service,"Regular Membership Registration",,,0,"Regular membership conference registration fee.",,item,,,,"Regular Membership Registration",450,,-1,0,1,,0,0,0
